URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/String_quartet,2556,,string quartet,25,1.0,3.0393855871465626e-17,"63 – Sextet for piano, string quartet, and double bass (1916 but lost, a revised version 1921)",1,115,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Double_bass,15904,,double bass,45,0.9997845741829228,0.00016072593038831968,"63 – Sextet for piano, string quartet, and double bass (1916 but lost, a revised version 1921)",1,115,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Revised_Version,184,,revised version,75,1.0,0.0,"63 – Sextet for piano, string quartet, and double bass (1916 but lost, a revised version 1921)",1,115,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,116,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Psalms,5845,,Psalm,7,0.9817462573029616,0.0094558107219765,64 – Psalm (1916 revised 1923),1,116,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,117,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Sonatina,92,,Sonatina,7,0.9999997132701266,2.226152901377231e-07,65 – Sonatina (1917),1,117,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,118,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Symphony_No._2_(Mahler),251,,Symphony No. 2,7,0.6886431659461195,0.1133244798583436,66 – Symphony No. 2 in B♭ minor (1917),1,118,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,119,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,120,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Cantata,2672,,Cantata,40,0.7073016801099984,0.4138238719359887,"68 – Vechernyaya pesn [Evening song], Cantata for Tenor, Chorus and Orchestra (1920)",1,120,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Tenor,7902,,Tenor,52,0.9958886876000872,0.0041282850385892,"68 – Vechernyaya pesn [Evening song], Cantata for Tenor, Chorus and Orchestra (1920)",1,120,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,121,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,122,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/E_major,563,,E major,32,0.7056135304667315,0.417206382121626,70 – Valse-Impromptu No. 3 in E major,1,122,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,123,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Terek_Oblast,140,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Terek,13,0.7004419435394734,0.4276697654939907,"Gifts of the Terek (Дары Терека), Cantata for viola solo, chorus and orchestra (1883)",0,125,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Cantata,2672,,Cantata,44,0.8086157864474189,0.2366812728123912,"Gifts of the Terek (Дары Терека), Cantata for viola solo, chorus and orchestra (1883)",0,125,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Viola,19363,,viola,56,0.9999990946222233,9.053769524307496e-07,"Gifts of the Terek (Дары Терека), Cantata for viola solo, chorus and orchestra (1883)",0,125,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Choir,9867,,chorus,68,0.96371189543805,0.0309718076189236,"Gifts of the Terek (Дары Терека), Cantata for viola solo, chorus and orchestra (1883)",0,125,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Easy_Pieces,36,"Wikidata:Q482994,Wikidata:Q386724,Wikidata:Q2188189,Schema:MusicAlbum,Schema:CreativeWork,DBpedia:Work,DBpedia:MusicalWork,DBpedia:Album",Easy Pieces,7,0.9999999999739088,0.0,6 Very Easy Pieces (1918–1919),0,126,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Toccata,266,,Toccata,0,0.9999999978495424,1.62944705402466e-09,Toccata and Fugue (1920),0,127,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Fugue,1898,,Fugue,12,0.9999999468752506,2.7595877146135413e-08,Toccata and Fugue (1920),0,127,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Tempo,8577,,Allegretto,0,0.999999999601748,0.0,Allegretto scherzando (1923),0,129,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Glossary_of_music_terminology,974,,scherzando,11,0.9999999988480042,0.0,Allegretto scherzando (1923),0,129,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Prelude_and_fugue,62,,Preludes,2,0.9335549366301588,0.0639010513382045,2 Preludes,0,130,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Piano,43878,,Piano,0,0.9999726447441376,2.152374995485869e-05,Piano transcription of Pachelbel's Canon in D,0,131,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Transcription_(biology),5891,,transcription,6,0.8478275545238265,0.1056980476942619,Piano transcription of Pachelbel's Canon in D,0,131,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Piano,43878,,Piano,0,0.9996460927549226,0.0003472822092500754,"Piano transcription of Glinka's ""Kamarinskaya""",0,132,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Transcription_(biology),5891,,transcription,6,0.8660522649747933,0.1056980476942619,"Piano transcription of Glinka's ""Kamarinskaya""",0,132,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Mikhail_Glinka,522,,Glinka,23,0.9999999999986072,0.0,"Piano transcription of Glinka's ""Kamarinskaya""",0,132,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Kamarinskaya,39,,Kamarinskaya,33,0.9999999999848086,0.0,"Piano transcription of Glinka's ""Kamarinskaya""",0,132,== Works == | === Works without opus numbers ===
http://dbpedia.org/resource/Liner_notes,3420,,Liner notes,16,1.0,0.0,"Garden, Edward, Liner notes for Hyperion CDA 67326, Lyapunov: Piano Concertos 1 & 2; Rhapsody on Ukrainian Themes (London: Hyperion Records Limited, 2002).",0,135,== Sources ==
http://dbpedia.org/resource/Hyperion_Records,589,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q18127,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Company,DBpedia:Agent,DBpedia:RecordLabel",Hyperion,32,0.9999999980166194,1.983225776415286e-09,"Garden, Edward, Liner notes for Hyperion CDA 67326, Lyapunov: Piano Concertos 1 & 2; Rhapsody on Ukrainian Themes (London: Hyperion Records Limited, 2002).",0,135,== Sources ==
http://dbpedia.org/resource/Christian_Democratic_Appeal,1503,"Wikidata:Q7278,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:PoliticalParty",CDA,41,0.9791961916411378,0.0212457581634024,"Garden, Edward, Liner notes for Hyperion CDA 67326, Lyapunov: Piano Concertos 1 & 2; Rhapsody on Ukrainian Themes (London: Hyperion Records Limited, 2002).",0,135,== Sources ==
http://dbpedia.org/resource/Piano,43878,,Piano,62,0.9999753204909096,2.4623475027724405e-05,"Garden, Edward, Liner notes for Hyperion CDA 67326, Lyapunov: Piano Concertos 1 & 2; Rhapsody on Ukrainian Themes (London: Hyperion Records Limited, 2002).",0,135,== Sources ==
http://dbpedia.org/resource/Rhapsody_of_Fire,378,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q215380,DUL:SocialPerson,DUL:Agent,Schema:Organization,Schema:MusicGroup,DBpedia:Organisation,DBpedia:Group,DBpedia:Agent,DBpedia:Band",Rhapsody,85,0.9720025954795356,0.0288038359276334,"Garden, Edward, Liner notes for Hyperion CDA 67326, Lyapunov: Piano Concertos 1 & 2; Rhapsody on Ukrainian Themes (London: Hyperion Records Limited, 2002).",0,135,== Sources ==
http://dbpedia.org/resource/Ukrainian_language,9838,"Wikidata:Q315,Schema:Language,DBpedia:Language",Ukrainian,97,0.9956593662938108,0.0026149710414707,"Garden, Edward, Liner notes for Hyperion CDA 67326, Lyapunov: Piano Concertos 1 & 2; Rhapsody on Ukrainian Themes (London: Hyperion Records Limited, 2002).",0,135,== Sources ==
http://dbpedia.org/resource/London,242203,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",London,115,0.9793441988856988,0.0191018158170289,"Garden, Edward, Liner notes for Hyperion CDA 67326, Lyapunov: Piano Concertos 1 & 2; Rhapsody on Ukrainian Themes (London: Hyperion Records Limited, 2002).",0,135,== Sources ==
http://dbpedia.org/resource/Hyperion_Records,589,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q18127,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Company,DBpedia:Agent,DBpedia:RecordLabel",Hyperion Records,123,1.0,0.0,"Garden, Edward, Liner notes for Hyperion CDA 67326, Lyapunov: Piano Concertos 1 & 2; Rhapsody on Ukrainian Themes (London: Hyperion Records Limited, 2002).",0,135,== Sources ==
http://dbpedia.org/resource/Stanley_Sadie,1416,,Stanley Sadie,0,1.0,0.0,"Stanley Sadie, The New Grove Dictionary of Music and Musicians, 20 vols.",1,136,== Sources ==
http://dbpedia.org/resource/London,242203,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",London,1,0.9203918066446072,0.0693296088072047,"(London: Macmillan, 1980).",2,136,== Sources ==
http://dbpedia.org/resource/International_Standard_Book_Number,2511,,ISBN,0,0.9999999361851072,0.0,ISBN 0-333-23111-2.,3,136,== Sources ==
http://dbpedia.org/resource/Russian_language,40524,"Wikidata:Q315,Schema:Language,DBpedia:Language",Russian,16,0.7390550839667547,0.1474718267683762,Free scores (in Russian),0,138,== External links ==
http://dbpedia.org/resource/Sergei_Lyapunov,57,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Sergei Lyapunov,15,0.9999999999999716,0.0,Free scores by Sergei Lyapunov at the International Music Score Library Project (IMSLP),0,139,== External links ==
http://dbpedia.org/resource/International_Music_Score_Library_Project,424,"Wikidata:Q386724,Schema:WebSite,Schema:CreativeWork,DBpedia:Work,DBpedia:Website",International Music Score Library Project,38,1.0,0.0,Free scores by Sergei Lyapunov at the International Music Score Library Project (IMSLP),0,139,== External links ==
http://dbpedia.org/resource/International_Music_Score_Library_Project,424,"Wikidata:Q386724,Schema:WebSite,Schema:CreativeWork,DBpedia:Work,DBpedia:Website",IMSLP,81,1.0,0.0,Free scores by Sergei Lyapunov at the International Music Score Library Project (IMSLP),0,139,== External links ==
http://dbpedia.org/resource/Anthony_Davis,1743,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Davis,16,0.6166955174516067,0.3956967749650104,Richard Beattie Davis `Lyapunov` `Beauty of Belaieff`.,0,140,== External links ==
http://dbpedia.org/resource/Mitrofan_Belyayev,70,,Belaieff,44,0.9999997650269128,0.0,Richard Beattie Davis `Lyapunov` `Beauty of Belaieff`.,0,140,== External links ==
http://dbpedia.org/resource/Clef,676,,G Clef,0,1.0,0.0,"G Clef Publishing, Bedford UK 2008 ISBN 978-1-905912-14-8",1,140,== External links ==
http://dbpedia.org/resource/Bedford_Vehicles,598,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:Company",Bedford,19,0.7789766292943378,0.283730380071146,"G Clef Publishing, Bedford UK 2008 ISBN 978-1-905912-14-8",1,140,== External links ==
http://dbpedia.org/resource/United_Kingdom,196331,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",UK,27,0.9999583347665104,1.7218859524523035e-05,"G Clef Publishing, Bedford UK 2008 ISBN 978-1-905912-14-8",1,140,== External links ==
http://dbpedia.org/resource/International_Standard_Book_Number,2511,,ISBN,35,1.0,0.0,"G Clef Publishing, Bedford UK 2008 ISBN 978-1-905912-14-8",1,140,== External links ==
http://dbpedia.org/resource/Bobby_Layne,350,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,Wikidata:Q14128148,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:GridironFootballPlayer,DBpedia:Athlete,DBpedia:Agent,DBpedia:AmericanFootballPlayer",Layne,60,0.7580757391089302,0.2831311481165023,"Lyapunov biography, images, recording list and more by Ryan Layne Whitney",0,142,== External links ==
http://dbpedia.org/resource/Whitney_Museum_of_American_Art,3795,"Wikidata:Q41176,Wikidata:Q33506,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Museum",Whitney,66,0.640409910404624,0.338766250980835,"Lyapunov biography, images, recording list and more by Ryan Layne Whitney",0,142,== External links ==
